,loss,n2v_mse,n2v_abs,val_loss,val_n2v_mse,val_n2v_abs,lr
0,0.7178946137428284,0.8246594667434692,0.7178946137428284,0.7173300981521606,0.9307783246040344,0.7173300981521606,0.0004
1,0.7160311937332153,0.8148947358131409,0.7160311937332153,0.7168172597885132,0.8769993185997009,0.7168172597885132,0.0004
2,0.7160532474517822,0.814132809638977,0.7160532474517822,0.7161157727241516,0.8612774014472961,0.7161157727241516,0.0004
3,0.715771496295929,0.8122660517692566,0.715771496295929,0.7163029909133911,0.8165967464447021,0.7163029909133911,0.0004
4,0.7155646681785583,0.8158603310585022,0.7155646681785583,0.7164381146430969,0.8281492590904236,0.7164381146430969,0.0004
5,0.7151715159416199,0.8074401617050171,0.7151715159416199,0.7155709862709045,0.8121756911277771,0.7155709862709045,0.0004
6,0.715173602104187,0.8087917566299438,0.715173602104187,0.7155575752258301,0.8109056353569031,0.7155575752258301,0.0004
7,0.7158420085906982,0.8116819262504578,0.7158420085906982,0.7154694199562073,0.8096391558647156,0.7154694199562073,0.0004
8,0.7150363326072693,0.8114118576049805,0.7150363326072693,0.7149382829666138,0.8083083033561707,0.7149382829666138,0.0004
9,0.7145739793777466,0.8076362013816833,0.7145739793777466,0.716945469379425,0.8226199746131897,0.716945469379425,0.0004
10,0.7149613499641418,0.8056854605674744,0.7149613499641418,0.7151433825492859,0.8129131197929382,0.7151433825492859,0.0004
11,0.7146058082580566,0.8050529956817627,0.7146058082580566,0.7151686549186707,0.8107579946517944,0.7151686549186707,0.0004
12,0.7151288986206055,0.8084577322006226,0.7151288986206055,0.7148590087890625,0.8097830414772034,0.7148590087890625,0.0004
13,0.7151174545288086,0.8130016922950745,0.7151174545288086,0.7148938179016113,0.8086982369422913,0.7148938179016113,0.0004
14,0.7153845429420471,0.8080678582191467,0.7153845429420471,0.7146294116973877,0.8053386807441711,0.7146294116973877,0.0004
15,0.7148886322975159,0.8061301112174988,0.7148886322975159,0.7147385478019714,0.8067261576652527,0.7147385478019714,0.0004
16,0.7152338624000549,0.8060218095779419,0.7152338624000549,0.7149253487586975,0.8076421022415161,0.7149253487586975,0.0004
17,0.7154192328453064,0.80699622631073,0.7154192328453064,0.7154902219772339,0.8065894842147827,0.7154902219772339,0.0004
18,0.7151191830635071,0.8067761063575745,0.7151191830635071,0.7145172953605652,0.804665744304657,0.7145172953605652,0.0004
19,0.7147445678710938,0.8053956031799316,0.7147445678710938,0.7149403095245361,0.8056641221046448,0.7149403095245361,0.0004
20,0.7148222327232361,0.8074019551277161,0.7148222327232361,0.7151215076446533,0.8075834512710571,0.7151215076446533,0.0004
21,0.7148758769035339,0.8074939846992493,0.7148758769035339,0.7147104740142822,0.8065107464790344,0.7147104740142822,0.0004
22,0.7143985033035278,0.8043004274368286,0.7143985033035278,0.7146803140640259,0.8064867258071899,0.7146803140640259,0.0004
23,0.7147591710090637,0.8058701157569885,0.7147591710090637,0.7148910164833069,0.8098663091659546,0.7148910164833069,0.0004
24,0.7143293023109436,0.8042225241661072,0.7143293023109436,0.7150764465332031,0.8088481426239014,0.7150764465332031,0.0004
25,0.7142353653907776,0.8045453429222107,0.7142353653907776,0.715474545955658,0.8238994479179382,0.715474545955658,0.0004
26,0.7144308686256409,0.8042758107185364,0.7144308686256409,0.7154169082641602,0.8063076138496399,0.7154169082641602,0.0004
27,0.7145696878433228,0.8045704960823059,0.7145696878433228,0.7146502733230591,0.8057105541229248,0.7146502733230591,0.0004
28,0.7146129012107849,0.804979145526886,0.7146129012107849,0.7144652605056763,0.8048273324966431,0.7144652605056763,0.0004
29,0.7144777774810791,0.8043730854988098,0.7144777774810791,0.7145567536354065,0.8086045980453491,0.7145567536354065,0.0002
30,0.7141484022140503,0.8040396571159363,0.7141484022140503,0.7144268751144409,0.8044247627258301,0.7144268751144409,0.0002
31,0.7145591378211975,0.8044731020927429,0.7145591378211975,0.7143813371658325,0.8041737079620361,0.7143813371658325,0.0002
32,0.7142416834831238,0.805528461933136,0.7142416834831238,0.7149092555046082,0.8097167611122131,0.7149092555046082,0.0002
33,0.714083194732666,0.8040066957473755,0.714083194732666,0.7146445512771606,0.81425541639328,0.7146445512771606,0.0002
34,0.7143876552581787,0.8044085502624512,0.7143876552581787,0.7144995927810669,0.8054946064949036,0.7144995927810669,0.0002
35,0.714541494846344,0.8061860799789429,0.714541494846344,0.7144461274147034,0.8045670390129089,0.7144461274147034,0.0002
36,0.7143309116363525,0.8044487237930298,0.7143309116363525,0.7144619822502136,0.8056032657623291,0.7144619822502136,0.0002
37,0.7143478393554688,0.805752158164978,0.7143478393554688,0.7143944501876831,0.8042276501655579,0.7143944501876831,0.0002
38,0.7138856649398804,0.8039779663085938,0.7138856649398804,0.7143481373786926,0.8042106032371521,0.7143481373786926,0.0002
39,0.7135359048843384,0.8024814128875732,0.7135359048843384,0.7143888473510742,0.8053404092788696,0.7143888473510742,0.0002
40,0.7146823406219482,0.8046680092811584,0.7146823406219482,0.7144356369972229,0.8045462965965271,0.7144356369972229,0.0002
41,0.7140735387802124,0.8035510182380676,0.7140735387802124,0.7144775390625,0.8082567453384399,0.7144775390625,0.0002
42,0.7142577767372131,0.803641676902771,0.7142577767372131,0.714322030544281,0.804493248462677,0.714322030544281,1e-04
43,0.7140079736709595,0.8034350872039795,0.7140079736709595,0.7143914103507996,0.8043546676635742,0.7143914103507996,1e-04
44,0.7143539190292358,0.8045229911804199,0.7143539190292358,0.7144818305969238,0.8053001165390015,0.7144818305969238,1e-04
45,0.714589536190033,0.8051439523696899,0.714589536190033,0.714343786239624,0.804442286491394,0.714343786239624,1e-04
46,0.7138159871101379,0.8035426735877991,0.7138159871101379,0.714377760887146,0.8058043718338013,0.714377760887146,1e-04
47,0.7142518162727356,0.8035136461257935,0.7142518162727356,0.7143608331680298,0.8044129014015198,0.7143608331680298,1e-04
48,0.7141878008842468,0.8046855926513672,0.7141878008842468,0.7143588066101074,0.8041330575942993,0.7143588066101074,1e-04
