"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
53.0,1.0,38534.68389771954,29902.837899220685,135.1505254531829,6995.321101721956,3408.4333132287725,210.55389709181082,81.69046903305865,23.028846129028203
54.0,1.0,39462.067731801115,85601.1380700547,105.72281024546473,5106.578366967471,3488.050626105111,151.90082437956943,43.53200581228731,13.97710344438506
55.0,1.0,40945.91120935464,100733.293964672,115.48806022522855,6757.887208876961,3398.1765134087054,130.1618335660087,33.56282410159198,10.831879728661463
56.0,1.0,41570.68274994591,102068.48761625214,208.2058786760052,13976.79837840367,3199.3265984355303,99.24264557507531,19.329596168444677,12.982582506862355
57.0,1.0,42720.14402549366,88766.78123979786,127.08363792278043,4608.476037213901,3472.3510599803626,77.96430072022575,11.930288907474676,11.57822872550536
58.0,1.0,45483.28876937297,61347.123699338685,154.4153826952001,8321.434396634691,3341.3890318438375,160.58783583202222,48.82637643792385,19.30169946081375
59.0,1.0,46526.93493634959,11201.14020476574,104.93097045584892,4653.075331953243,3515.3344428841483,137.5296803624927,35.87242619504225,13.691893716930709
60.0,1.0,47863.65114429641,40154.24868094547,124.85713434321029,3622.0097967198826,3462.955359314125,163.73285629238555,51.3956235886434,29.519554950314653
61.0,1.0,47880.96384295698,41521.68479518961,13.380265522557956,1837.5734985205272,3400.595094186008,140.13709215308162,39.31920745294223,1.0372150227681898
62.0,1.0,47980.38627653626,26628.208446360397,104.33691170826353,3452.8621727896743,3377.98067818324,163.57683150223306,52.29127390316438,21.626608980991605
63.0,1.0,48020.850040586556,50297.82265982428,85.41971187776247,2773.627308380268,3426.5568093722827,121.94819551894436,28.914696209540526,13.51618698566341
64.0,1.0,48618.815364666174,21195.54745184531,161.26291727811588,11042.32156921818,3270.1455626095803,134.93523784728978,34.9377283465663,13.368633839724945
65.0,1.0,50151.165079345155,33826.48753161348,114.90892726865377,5119.454680564881,3499.291460803108,119.04344948576838,27.40781255027447,12.936295519731576
66.0,1.0,50540.546432512514,20357.825559175337,110.32567057834042,4433.501847658038,3431.502106791273,125.18569936992785,29.92949935520847,14.462837128996687
67.0,1.0,50581.47337469664,59425.01032577849,86.30511298497915,2082.606189472689,3497.315761579753,143.6733752875492,40.52579516470788,21.563975827478927
68.0,1.0,50583.320382084195,60793.968256256354,194.17859354502295,14459.744485372577,3080.9001112089372,98.13101588200927,18.62487437558045,10.815341880235225
69.0,1.0,52099.51874414514,29199.22847564497,96.05854940512857,3628.6715615709318,3589.3633182479844,130.8241929430568,31.83174074551459,14.000961824937903
70.0,1.0,52454.46830937006,115670.10410725247,88.98441392589658,3583.4144236206976,3427.239314845683,105.3913268340245,22.010559592007574,9.859041987136932
71.0,1.0,52735.47258490926,88315.40123867487,117.29944226118857,5872.535018091081,3413.7146177648724,86.73713586891665,14.548556502728015,8.638760829798224
72.0,1.0,53984.10514789535,32681.855526723168,129.22091691806196,5407.8721583398265,3432.156976903451,142.71417245808402,40.404706990700085,18.49929790709242
73.0,1.0,54315.72057825836,28950.677375632426,313.21135991345193,35831.978681030014,2940.7541495304536,145.1203209241075,41.52485083463617,16.68185882014667
74.0,1.0,56255.296671383956,48910.826827118326,189.54966798180263,12303.117120580151,3227.46229224476,156.91667360461432,48.17214490686796,19.222921309383075
75.0,1.0,56518.62589806425,56618.18561850278,123.291320599264,4432.796933321388,3447.1828794087382,144.20216455315486,39.9155909142805,20.747800575261053
76.0,1.0,56536.1223416538,19170.51284972291,142.21547516366613,8697.057139511879,3379.4515104124284,126.04671402555917,30.576906181319245,12.346100134571163
77.0,1.0,56546.496669799715,105527.46606214576,239.58083267233258,22103.806662198862,3084.362492558008,183.04818133550594,63.32070080006172,19.92489718862225
78.0,1.0,56670.13740992886,86176.03189540854,146.25829002197997,8401.821473901164,3387.3887419541534,131.61882010808034,32.38718298204335,14.095581844932827
79.0,1.0,56944.84520394968,46683.084223367965,80.77534710475233,2627.622657040571,3411.738068093673,123.77073651083225,29.85953640654815,12.953570567630095
80.0,1.0,58072.8368192737,56109.80677597657,160.53654410462502,9562.545260648028,3244.137163956384,193.68974342261578,75.93253788348419,21.87276249537258
81.0,1.0,58679.73222824613,32129.54378458122,84.4080933443505,3067.855821480393,3514.6350737969,151.55540246692726,44.17559323122805,14.796248231287645
82.0,1.0,59324.99785463388,25415.0710832513,220.1992324794643,14937.864641495833,3293.9375973845936,133.6348788482674,33.074651431906695,18.213355430627765
83.0,1.0,59819.86703801294,100736.76580626421,152.84418352005375,9955.534214734043,3268.9122318665977,123.68754707253878,28.830907158473234,12.226760903164914
84.0,1.0,60042.37145570958,79169.23008907119,75.67639629450476,2620.5845697829313,3425.757631282584,149.62797852547317,45.28641054144441,13.757145987670762
85.0,1.0,60297.26966779009,62711.16624511128,90.88094181113141,2714.351400290168,3542.184768553483,167.87242653743277,55.029081823950044,21.421653933140774
86.0,1.0,61217.42011934235,12374.623790259331,122.12379678202252,6541.513716581694,3405.6107100870595,106.16509291297292,21.421755534633128,10.23321109182718
87.0,1.0,62621.52513519706,98223.60830663692,186.84950882409584,11275.516972206384,3329.220355306445,121.29984131292673,26.8672313387732,15.792574887682736
88.0,1.0,62951.99289684607,95876.7298885902,124.00267695179292,6998.7935564113795,3399.913184620179,155.4772425337056,45.60752981089123,14.35341798782724
89.0,1.0,63187.66889001341,81091.66790205913,112.85016576347086,6801.019684408483,3461.876549824018,147.66085518359054,40.52795845649882,11.639746857083972
90.0,1.0,63230.18118637657,81874.67691715597,137.83533942442853,4922.846001154303,3336.8459577416315,130.18448989213476,33.71919051157807,21.087049424759908
91.0,1.0,63707.47629601844,20999.47132010418,273.38298678715955,31205.60450079842,3141.827833405125,186.49499988501157,65.53589145497229,18.725289459255
92.0,1.0,64409.5181849027,109582.03697573688,120.84179689194984,5185.836921954476,3391.4211710254344,127.57740102733104,31.72500964702047,15.109356357177314
93.0,1.0,64638.88799339609,66466.5330619659,159.50522517664479,73664.33679757878,4767.60263889471,421.0147968427219,183.41842965192697,6.104447927544693
94.0,1.0,64651.31214764218,66989.41076985787,144.14697639115488,105625.247872238,4569.942353804747,725.0539149395619,446.04412589483104,5.9761454758449615
95.0,1.0,64687.64524490091,67805.65532692005,144.24025727910586,23591.796194923172,3813.9938015269636,234.8342386867384,86.38858309639853,8.70564892750153
96.0,1.0,64838.830211699686,48072.773700109006,102.11309985426657,5445.068277796799,3513.406991449735,147.34739308451,40.2069419602392,11.878243676564718
97.0,1.0,65162.32638458305,95759.65749631167,17.876304822667933,1404.1415883514098,3533.728245217149,129.8619817344585,32.181189227964055,1.614531319200459
98.0,1.0,65175.70922137496,14926.126065152881,142.27745971910775,8465.022251447126,3355.5802921042455,127.37766585365331,30.811525321381307,12.82467824305582
99.0,1.0,66982.74749368386,57463.4061270337,131.19318871130508,8562.881234139662,3384.991531673682,131.9695977442639,32.55124649900664,11.17851718237154
100.0,1.0,68597.41093105143,114755.19358847153,224.56719608177625,23413.513920213845,3033.065661423232,127.58286824469052,29.89021272531921,11.57604318050084
101.0,1.0,68827.49887594747,12595.742128189153,194.45259091789163,15512.433219013486,3179.0282225371375,101.15756489265756,20.189054460309695,10.422476615982184
102.0,1.0,68788.81562308244,27964.924410985845,139.71286275742887,5622.471066057592,3371.2885484805374,92.15468248601321,17.164457970300514,13.503157664735014
103.0,1.0,69005.43351776246,17916.791239054928,200.61190381297357,28941.253980721813,3349.0241404590915,132.64518765943757,29.024647927706333,7.798315367439636
104.0,1.0,69385.37065524136,59269.02219034842,148.14866096466125,6048.167671781098,3412.6261781002563,140.56381556407229,38.66712230844264,21.39963169129572
105.0,1.0,69369.85020806908,59824.48011211893,108.14549769546969,4456.785566138549,3439.879800492023,160.0338877258603,50.44257849153301,17.62695988452382
106.0,1.0,69835.08648864554,78641.7346330285,108.21488127711096,3776.184575768899,3382.9457929672512,156.9477059988845,48.78667699508416,20.417504102401903
107.0,1.0,70368.90538837083,27606.160224898384,147.616215535218,7051.538463009058,3390.015113327955,138.98302305472313,37.05663654583431,18.03319831835089
108.0,1.0,71153.52073753977,27491.46543223759,181.6554247685051,12263.908783185003,3345.6835144545703,147.56017594767326,40.650911252599414,16.671144547491213
109.0,1.0,71693.17755966811,57193.404534553134,106.98354048487145,5141.755371367991,3570.779501202665,140.15711809571815,36.648046234285516,13.127965119444953
110.0,1.0,71821.83687892408,40497.609309128035,212.70309321712074,18359.879050323587,3235.152099616162,157.91055327579068,46.73050787495731,16.334138355651884
111.0,1.0,72321.89591005142,39815.669892856815,165.03886956642867,12155.028933167518,3383.274743201463,125.87884662359382,28.2134899326742,11.88326398169613
112.0,1.0,72804.204455902,58062.48699780874,159.91876462085278,6656.17727906777,3320.155976038939,102.66300047322031,20.856653331093693,16.600438641559236
113.0,1.0,73579.47950437057,89349.29306348768,95.4359329865861,3120.618731806455,3350.770251183165,127.24943707848598,32.43455818337079,15.622008358611833
114.0,1.0,74284.69580211423,53157.140140847456,237.315147783488,16565.460319327733,3231.3988566709795,124.04192242181755,29.556403010816695,17.716185455961995
115.0,1.0,74375.66136849012,65257.711216397845,158.29381593092398,7828.815620650161,3375.6716589317134,144.0191709524276,38.98425651769264,19.343982935729848
116.0,1.0,75019.86808865526,39637.278044504346,155.33215014854798,9123.263808613332,3364.7534773999314,116.07007936107416,24.307088836159178,12.93202188825044
117.0,1.0,75763.58025637372,36318.17356489325,157.6657782145778,10454.429892870246,3348.3355324756635,146.43819437906734,37.883318673814095,14.632227144306581
118.0,1.0,76065.25644381728,28434.273359885174,116.4006060469395,3584.1366451574986,3499.195173208476,158.01737399805688,48.373818761056015,25.037994826574913
119.0,1.0,76391.05812222684,44268.72931876518,186.40958018849105,8750.528062591544,3360.6818653405803,132.50474469737662,34.23446960797304,22.07550314875976
120.0,1.0,76449.33667260502,80652.26005641554,99.04596667330456,4860.969945997189,3602.48178688974,167.92978101842354,53.34031154197338,14.238256642201469
121.0,1.0,76785.01009778497,75810.48217776477,114.8758332703134,4293.717622114322,3325.77658748372,172.52981254713984,56.49645991909455,22.22825037547279
122.0,1.0,76698.21536594302,80100.6343704721,160.98303768938845,11930.719913531748,3348.963605838526,118.79930533886136,26.31154029997646,10.885578497651695
123.0,1.0,77735.45278366205,40971.04916218813,148.56704178199988,10089.417949650318,3294.2093038670837,129.48744031467695,32.330060725763424,11.931425780854735
124.0,1.0,78214.49417406108,81160.26115674584,140.68729894935132,6927.820271535279,3454.3868738338374,102.74017953417079,19.699558071817435,12.385808406350352
125.0,1.0,80475.13679754647,26913.507232816497,91.27883585625811,3032.9701712249625,3514.671611855764,128.36078045504155,31.35606096023825,14.83765277301162
126.0,1.0,81930.79901661203,37799.711146089205,127.03394870872212,3724.3872732132227,3424.0413163625967,120.44005887517915,29.75438018064512,21.908403399269936
127.0,1.0,82526.24185795197,83341.34030898885,147.27283598341467,9316.998701468925,3326.857548004658,176.27877027525756,57.927530404101546,17.215335561880277
128.0,1.0,83983.48729041594,93090.18480800238,170.63726676940328,11025.160361136775,3259.666156247502,147.45542220105554,41.599761677514216,16.353345551359485
129.0,1.0,85347.67730387667,86203.73610547237,127.85291906322071,6488.683330247171,3386.538710404614,137.9226549648337,37.17334725283725,14.60858276264483
130.0,1.0,85448.74540833807,113170.02656838053,113.08966647387726,5292.511251450778,3403.9795098282425,113.6281348086131,24.1545961355164,11.585832214250479
131.0,1.0,88111.9625062352,4533.714716731331,102.36388863194816,4150.329278459587,3608.848729743984,117.06455383223866,25.974633808104326,12.460811811843419
132.0,1.0,88640.40164774265,99776.95578482664,175.93269647350584,9848.351062892418,3377.3598068139486,163.55090883207987,49.98573270317901,21.55029069813527
133.0,1.0,88754.20331010973,17929.070017398382,157.15247424626935,7516.246590684348,3325.223605264856,156.79632973967492,47.81597160715658,21.60354459873197
134.0,1.0,89041.27529652086,98332.68028526171,132.51035846571736,6778.882890342616,3387.920576672972,108.35166012290199,22.867221637971905,11.842497561843702
135.0,1.0,90700.6993101265,44234.86472513475,129.68310451506272,5047.58258885999,3474.5398934906,164.5519713504125,51.502251966932405,22.982517967541952
136.0,1.0,90926.69946837534,15006.046658965397,185.07332921683087,10388.457413569666,3174.5566958523727,108.51480984072005,23.31007387886491,15.061076542295885
137.0,1.0,91112.35802123256,54826.13000617436,638.451414430955,695899.0144389125,3.9979491283152104E-5,138.81534042571815,36.559406572747825,3.4823200166873707
138.0,1.0,91682.13574974895,76631.78780292172,137.49081962880913,8310.849075220056,3314.915103916653,127.34772211081851,31.874833429119338,12.200833165774332
139.0,1.0,91581.51093272534,96568.25999642389,131.33032469460633,6461.1276503018935,3415.2948101732554,108.84598142708172,22.987162225431604,12.255759213156994
140.0,1.0,91607.17046293213,97366.58757838311,88.71095679989384,2870.6875912077157,3372.8431608405062,143.5843632011096,41.370024442907315,16.540048170795277
141.0,1.0,92570.7817761491,8870.180030323369,618.042423539513,665341.6099652933,2.1396536110423226E-5,118.00573265536352,25.98125467375791,2.930281887802268
142.0,1.0,92732.97786234278,37750.5650978309,73.28314059744403,2173.480807101908,3466.839757551071,140.3519594268739,38.09247546448613,14.591989766752722
143.0,1.0,93092.60394643636,31728.529318209014,103.06949516652575,3437.7663837234245,3311.2422764837147,122.25916240576132,30.07383306727512,15.892103265687464
144.0,1.0,94088.96343589287,9911.752980115816,139.04814931545974,5210.029355601188,3467.88591677289,99.5853173366903,18.448476515792727,15.566297585476365
145.0,1.0,96764.94663539351,31351.111640233597,131.2564708356072,3683.7776992910008,3506.984831169238,135.64295118852704,33.902966059821026,26.59653506827184
146.0,1.0,97525.3041538988,121932.95938282684,86.55868986137466,3865.6496523024953,3367.462781338665,126.98648824075863,30.84665534951281,10.391181367847443
147.0,1.0,98301.63410021497,25180.879796937843,160.22910019311368,8992.545139500335,3308.645136303282,169.57840178166458,53.68223370554984,20.299712127425856
148.0,1.0,98767.91905932107,95965.5807336554,144.06962004009864,5827.629568573907,3370.4226475271894,96.87805854550285,18.30125734859329,14.545172750683928
149.0,1.0,99720.83720953895,31722.70875768248,181.90458615961168,10987.285218913783,3276.841046250033,131.08255986925516,33.192891163893435,16.586616886187652
150.0,1.0,100268.87188464252,116938.23429838702,125.37038145881306,5048.181096511199,3321.286671824814,135.56008620561212,36.11555031894237,17.727744146375713
151.0,1.0,101243.89054223271,63434.17427397177,111.53215106923308,4893.06176474608,3471.841442130491,172.91471561934054,57.614593525232934,18.44070036065624
152.0,1.0,104171.57308269339,56236.07595319119,145.3423384641429,8135.622790038918,3336.3002157993046,110.96621771332954,22.65485187859139,12.15057727773074
153.0,1.0,104835.83619409111,64447.04833570796,139.17120828552433,5468.667496919186,3377.4202648999467,99.4800847534844,19.555242863431232,14.846680060620953
154.0,1.0,105893.27754334951,29765.26112873298,156.08296984863068,8206.062859128486,3332.3036124261253,138.60809746167396,36.11244334307353,17.281454665551966
155.0,1.0,106512.8475151039,15204.618110966236,127.59725661249759,4637.370905821435,3406.600128543426,113.48917410767052,25.223946849011924,16.758620317294277
156.0,1.0,106515.58069212492,16038.804546778736,112.70763340262744,3618.0619909955035,3403.649842473658,118.18062691477706,27.53989835720589,17.445157627610516
157.0,1.0,107160.9512783372,54629.139707313465,84.08370524653543,2952.368100642512,3434.6022763210512,141.0215847738017,39.92758524271762,14.207316063451753
158.0,1.0,107281.94365743482,95574.22701498267,192.47757721436957,12393.826970372253,3230.9371172194446,147.0034528903177,41.53567283034397,18.441679178184053
159.0,1.0,107797.35155959435,30473.7976009739,146.19715400117528,7326.797694553421,3391.0652460057586,94.12284025578255,17.270876264625613,11.604413876322205
160.0,1.0,109349.85017531947,34863.75022476191,124.74384102135693,4848.176004349938,3457.388175821991,121.57337699433096,28.09825262903376,16.407548274772257
161.0,1.0,110017.43294767324,85651.1551373608,135.14662178301683,5842.111569309569,3399.89945627508,104.9842537749385,21.022060067092422,13.833038716601715
162.0,1.0,111596.52170022376,78347.61344005824,106.50285978930323,4966.758489365831,3365.154867256828,144.1815350001651,41.704823329660435,13.847665057463828
163.0,1.0,115270.93599464172,92263.06227025282,173.55503267370804,8912.877363294825,3290.7381985715306,106.45589545085524,21.802026052055567,15.146657042950803
164.0,1.0,115260.6186142582,94188.54494925255,65.54849394089436,1961.7569123080757,3486.684969399146,96.85930409634977,18.014113202430224,9.019270508772317
165.0,1.0,118095.01516528537,16587.267019749605,120.54089901239927,4272.5914968178395,3380.83103960934,117.69550774647045,26.920426201099534,16.831258039637863
166.0,1.0,120954.91346842116,42717.64573418251,667.17169334056,760210.8840610604,4.0347858976665754E-7,110.91468784334126,23.825129801357566,2.8192399452124564
167.0,2.0,789.7413377178758,42732.78811874089,113.33625187785117,3876.1299047010893,3392.2295364084534,83.75045718585771,14.043114707538775,11.75006799789411
168.0,2.0,2595.9043987422174,101065.12301674255,129.99288129174084,4874.135703486585,3281.6312124562396,113.36508826344793,25.742388435112556,16.53216848953437
169.0,2.0,5340.271906980376,29493.9737727862,125.2795204919105,5118.944723305722,3335.6125098136877,158.884889113381,49.6921775117119,20.432639686453157
170.0,2.0,6603.220512128298,20748.324042583514,106.73852986180651,3970.6816593479075,3370.797617762695,120.36866153649125,28.30276610722425,14.538262946231917
171.0,2.0,7258.667621597969,79825.85869597191,144.3030016689152,8110.104510901994,3226.839791026525,130.25689226693132,33.58546566397657,14.069005397726961
172.0,2.0,7500.4948721936335,5224.059264391814,91.20017848055494,2301.847482745991,3386.687761166056,112.5607339705543,25.22344103803391,17.113075888488726
173.0,2.0,7510.801276147424,63961.32881296765,182.67263825655078,8828.189472909165,3183.1040805175903,107.08880895187774,22.99710445989613,17.02595101403563
174.0,2.0,7755.848856015025,50576.69338951,93.59420185110311,3058.557758023838,3396.864868988775,141.13188178924395,39.54600170508146,16.98285421898646
175.0,2.0,8035.457603133223,94081.96090631645,47.00908564952336,1881.7525903486016,3403.388671847701,132.74080988766508,35.64755163173355,6.650115398650806
176.0,2.0,8070.717426656139,75538.36094162562,107.3208882437864,4464.734720260367,3297.09353045338,74.04464492976513,11.26563390743416,8.156566098217752
177.0,2.0,9181.680022221302,64136.58200875824,110.92967998651874,4307.193006477944,3393.5316346541545,87.2704704184978,14.721804141236001,10.565590673232057
178.0,2.0,10130.626642036716,35462.85080919838,90.38680953781696,2619.6861972522333,3412.045293985173,107.07981926074126,22.910440435144896,14.078661435447202
179.0,2.0,10362.275150578029,59026.884625220686,100.30050765355485,3314.1231362714175,3360.227825914711,127.58282318061369,32.03141003272462,16.28428623352569
180.0,2.0,11641.1661516639,37987.48817913625,134.26980572184164,7495.821755932334,3297.1415176311043,131.08033699930166,33.114512456299316,13.267871820741702
181.0,2.0,11933.657043594512,51107.14312791876,132.1585105054406,4994.198301780097,3301.3340809533947,137.29841275468874,37.479902035051474,20.15283998454901
182.0,2.0,11974.292484285073,78927.20109586087,164.36764735534314,9349.52368464323,3233.4989183614134,133.24885733384227,34.7238523027915,16.179436623095558
183.0,2.0,12008.806485737083,59243.98407963028,112.09170759440484,5826.896606351535,3274.083893993503,87.93114663664637,15.604256310451294,8.068933151958507
184.0,2.0,12124.573627374875,119929.51984040061,139.24565936527625,6056.066068100495,3233.732013607808,94.00361854628578,17.809959578967355,12.707971688806111
185.0,2.0,12327.028756806725,15286.706394715473,94.00285757660163,3913.4879133287413,3349.6096420228578,109.01907610155291,23.72669717801014,10.407877181287233
186.0,2.0,14258.519982073123,98202.21612830731,112.54357669006373,4810.580402546015,3275.1564055242206,102.06713084073213,20.97752075603106,11.354766973310124
187.0,2.0,14571.003809049533,46998.07653093487,120.31887725335713,11189.334607864226,3413.255996161811,132.06137688841605,30.704439495311856,7.23549367407
188.0,2.0,15389.054270551314,104605.29891211144,109.79069097652605,3976.893549789617,3275.0409285888795,127.64390439381907,32.699353922846015,16.265914218901646
189.0,2.0,15715.030028147366,40980.0361408975,72.65026292893053,2208.023346697323,3360.9354205395157,115.13278788902399,26.082416199369476,11.6245183649026
190.0,2.0,18096.49307418734,71475.30695815448,84.1459474880913,2685.781414835947,3373.8552997567663,94.84366714378062,18.404854468713502,10.592373368727266
