300	0.0000577
301	0.0004256
302	0.0016743
303	0.0009586
304	0.0000358
305	0.0001557
306	0.0000289
307	0.0010196
308	0.0006978
309	0.0001799
310	0.0000904
311	0.0001955
312	0.0006331
313	0.0006694
314	0.0007482
315	0.0256638
316	0.0472567
317	0.0181712
318	0.001353
319	0.0005455
320	0.0002158
321	0.0040738
322	0.0017287
323	0.0023143
324	0.0014728
325	0.001283
326	0.0055638
327	0.0051443
328	0.0010075
329	0.0002715
330	0.0006495
331	0.0747485
332	0.0154203
333	0.0352667
334	0.0090444
335	0.0031578
336	0.003825
337	0.0093025
338	0.0258134
339	0.0132438
340	0.0093042
341	0.0414387
342	0.0122679
343	0.0171144
344	0.0019169
345	0.009102
346	0.033404
347	0.0384237
348	0.0009155
349	0.0004762
350	0.0015076
351	0.1625438
352	0.0108832
353	0.0544432
354	0.0081674
355	0.0004329
356	0.0001012
357	0.0000667
358	0.0000965
359	0.0003009
360	0.0026066
361	0.1538397
362	0.0752039
363	0.0195502
364	0.0029798
365	0.00056
366	0.000786
367	0.0188929
368	0.0052587
369	0.3512169
370	0.0009518
371	0.0004099
372	0.0007166
373	0.0067856
374	0.307097
375	0.0224725
376	0.0056984
377	0.019209
378	0.0003738
379	0.0000667
380	0.0000332
381	0.0000274
382	0.0000344
383	0.0000718
384	0.0003637
385	0.367513
386	0.0024458
387	0.0063017
388	0.0796266
389	0.0456132
390	0.0140914
391	0.0040136
392	0.0285761
393	0.0010041
394	0.0002576
395	0.0001251
396	0.0001546
397	0.0006369
398	0.0033607
399	0.0003444
400	0.0002252
401	0.0003445
402	0.001125
403	0.0055334
404	0.0064991
405	0.0101171
406	0.0202583
407	0.0185802
408	0.0241469
409	0.0234335
410	0.0124747
411	0.0116838
412	0.0189426
413	0.0535671
414	0.2518846
415	0.4989527
416	0.5023172
417	0.5041948
418	0.6633275
419	0.956211
420	0.9840103
421	0.9921779
422	0.9907092
423	0.9962093
424	0.989328
425	0.98921
426	0.9899165
427	0.9949329
428	0.9955261
429	0.9888504
430	0.9895841
431	0.9947925
432	0.9934685
433	0.9904193
434	0.991337
435	0.9945222
436	0.997079
437	0.9958811
438	0.9926469
439	0.9931063
440	0.9948743
441	0.9927942
442	0.9917538
443	0.9955565
444	0.9967873
445	0.992779
446	0.9910997
447	0.9919847
448	0.9889343
449	0.985653
450	0.9888387
451	0.992978
452	0.9925741
453	0.9928575
454	0.9970256
455	0.9970501
456	0.9901378
457	0.9871129
458	0.9926959
459	0.9965208
460	0.9928754
461	0.9910321
462	0.9952886
463	0.995962
464	0.9899964
465	0.9885973
466	0.9946334
467	0.9950018
468	0.9862699
469	0.9828575
470	0.9890364
471	0.9914761
472	0.9883493
473	0.9907207
474	0.9933961
475	0.9906403
476	0.9869201
477	0.843798
478	0.54628
479	0.3578055
480	0.1985933
481	0.0821205
482	0.032068
483	0.0140076
484	0.0071484
485	0.0042513
486	0.0029107
487	0.0022687
488	0.0019975
489	0.0019777
490	0.0021994
491	0.0027533
492	0.003903
493	0.0063309
494	0.0119431
495	0.026773
496	0.0721576
497	0.2111364
498	0.4198909
499	0.4663687
500	0.4745141
501	0.5561795
502	0.8489468
503	0.9937926
504	0.9875358
505	0.9941208
506	0.9929205
507	0.9923573
508	0.9955177
509	0.9945255
510	0.9891762
511	0.9864584
512	0.9886385
513	0.9919952
514	0.9934523
515	0.9937921
516	0.9945869
517	0.9951617
518	0.9940273
519	0.9917281
520	0.9905232
521	0.991535
522	0.9933949
523	0.9940199
524	0.9931554
525	0.9924089
526	0.9929259
527	0.9938349
528	0.9933876
529	0.9913288
530	0.989385
531	0.9892581
532	0.990648
533	0.9915998
534	0.9909356
535	0.9898579
536	0.9905031
537	0.9932204
538	0.9958011
539	0.9957722
540	0.9932912
541	0.9906581
542	0.9891348
543	0.9876691
544	0.9853232
545	0.9839036
546	0.9853949
547	0.9869103
548	0.9843259
549	0.9839442
550	0.9743023
551	0.8235884
552	0.5290462
553	0.2762107
554	0.1290507
555	0.0623236
556	0.0330934
557	0.0194958
558	0.012666
559	0.0090012
560	0.0069483
561	0.0057952
562	0.0052034
563	0.0050188
564	0.0051956
565	0.0057762
566	0.0069098
567	0.0089256
568	0.0125167
569	0.019197
570	0.0324885
571	0.0610774
572	0.1259968
573	0.2612767
574	0.4324545
575	0.4993227
576	0.4969034
577	0.5334121
578	0.7068149
579	0.9552056
580	0.9931024
581	0.9863665
582	0.9920219
583	0.9922064
584	0.9856763
585	0.9838459
586	0.9895759
587	0.9956858
588	0.995056
589	0.9887561
590	0.9839089
591	0.9855465
592	0.9922708
593	0.9981301
594	0.9982072
595	0.9930726
596	0.9876328
597	0.9862507
598	0.989306
599	0.9933495
600	0.9943126
601	0.9913685
602	0.9873745
603	0.9860349
604	0.988921
605	0.994244
606	0.9980631
607	0.9974473
608	0.993082
609	0.9885364
610	0.9870658
611	0.9889988
612	0.991392
613	0.9905276
614	0.985947
615	0.9815019
616	0.9814404
617	0.9857967
618	0.9891877
619	0.9851582
620	0.9764772
621	0.9787717
622	0.9970039
623	0.957739
624	0.7296873
625	0.4468665
626	0.2534726
627	0.1436823
628	0.0850327
629	0.0535326
630	0.0359868
631	0.0257762
632	0.0195977
633	0.0157573
634	0.013356
635	0.0119052
636	0.0111407
637	0.0109333
638	0.0112481
639	0.0121342
640	0.0137386
641	0.0163522
